timevar,Nats,Ntransitions,atlist,Haz_1_to_2,Haz_1_to_3,Haz_diff_1_to_2,Haz_diff_1_to_3,Haz_ratio_1_to_2,Haz_ratio_1_to_3,P_1_to_1,P_1_to_2,P_1_to_3,P_diff_1_to_1,P_diff_1_to_2,P_diff_1_to_3,P_ratio_1_to_1,P_ratio_1_to_2,P_ratio_1_to_3,Visit_1_to_1,Visit_1_to_2,Visit_1_to_3,Visit_diff_1_to_1,Visit_diff_1_to_2,Visit_diff_1_to_3,Visit_ratio_1_to_1,Visit_ratio_1_to_2,Visit_ratio_1_to_3,Los_1_to_1,Los_1_to_2,Los_1_to_3,Los_diff_1_to_1,Los_diff_1_to_2,Los_diff_1_to_3,Los_ratio_1_to_1,Los_ratio_1_to_2,Los_ratio_1_to_3,User_1,User_diff_1,User_ratio_1,Haz_1_to_2_uci,Haz_1_to_3_uci,Haz_diff_1_to_2_uci,Haz_diff_1_to_3_uci,Haz_ratio_1_to_2_uci,Haz_ratio_1_to_3_uci,P_1_to_1_uci,P_1_to_2_uci,P_1_to_3_uci,P_diff_1_to_1_uci,P_diff_1_to_2_uci,P_diff_1_to_3_uci,P_ratio_1_to_1_uci,P_ratio_1_to_2_uci,P_ratio_1_to_3_uci,Visit_1_to_1_uci,Visit_1_to_2_uci,Visit_1_to_3_uci,Visit_diff_1_to_1_uci,Visit_diff_1_to_2_uci,Visit_diff_1_to_3_uci,Visit_ratio_1_to_1_uci,Visit_ratio_1_to_2_uci,Visit_ratio_1_to_3_uci,Los_1_to_1_uci,Los_1_to_2_uci,Los_1_to_3_uci,Los_diff_1_to_1_uci,Los_diff_1_to_2_uci,Los_diff_1_to_3_uci,Los_ratio_1_to_1_uci,Los_ratio_1_to_2_uci,Los_ratio_1_to_3_uci,User_1_uci,User_diff_1_uci,User_ratio_1_uci,Haz_1_to_2_lci,Haz_1_to_3_lci,Haz_diff_1_to_2_lci,Haz_diff_1_to_3_lci,Haz_ratio_1_to_2_lci,Haz_ratio_1_to_3_lci,P_1_to_1_lci,P_1_to_2_lci,P_1_to_3_lci,P_diff_1_to_1_lci,P_diff_1_to_2_lci,P_diff_1_to_3_lci,P_ratio_1_to_1_lci,P_ratio_1_to_2_lci,P_ratio_1_to_3_lci,Visit_1_to_1_lci,Visit_1_to_2_lci,Visit_1_to_3_lci,Visit_diff_1_to_1_lci,Visit_diff_1_to_2_lci,Visit_diff_1_to_3_lci,Visit_ratio_1_to_1_lci,Visit_ratio_1_to_2_lci,Visit_ratio_1_to_3_lci,Los_1_to_1_lci,Los_1_to_2_lci,Los_1_to_3_lci,Los_diff_1_to_1_lci,Los_diff_1_to_2_lci,Los_diff_1_to_3_lci,Los_ratio_1_to_1_lci,Los_ratio_1_to_2_lci,Los_ratio_1_to_3_lci,User_1_to_lci,User_diff_1_lci,User_ratio_1_lci,Haz_2_to_3,Haz_diff_2_to_3,Haz_ratio_2_to_3,P_2_to_1,P_2_to_2,P_2_to_3,P_diff_2_to_1,P_diff_2_to_2,P_diff_2_to_3,P_ratio_2_to_1,P_ratio_2_to_2,P_ratio_2_to_3,Visit_2_to_1,Visit_2_to_2,Visit_2_to_3,Visit_diff_2_to_1,Visit_diff_2_to_2,Visit_diff_2_to_3,Visit_ratio_2_to_1,Visit_ratio_2_to_2,Visit_ratio_2_to_3,Los_2_to_1,Los_2_to_2,Los_2_to_3,Los_diff_2_to_1,Los_diff_2_to_2,Los_diff_2_to_3,Los_ratio_2_to_1,Los_ratio_2_to_2,Los_ratio_2_to_3,User_2,User_diff_2,User_ratio_2,Haz_2_to_3_uci,Haz_diff_2_to_3_uci,Haz_ratio_2_to_3_uci,P_2_to_1_uci,P_2_to_2_uci,P_2_to_3_uci,P_diff_2_to_1_uci,P_diff_2_to_2_uci,P_diff_2_to_3_uci,P_ratio_2_to_1_uci,P_ratio_2_to_2_uci,P_ratio_2_to_3_uci,Visit_2_to_1_uci,Visit_2_to_2_uci,Visit_2_to_3_uci,Visit_diff_2_to_1_uci,Visit_diff_2_to_2_uci,Visit_diff_2_to_3_uci,Visit_ratio_2_to_1_uci,Visit_ratio_2_to_2_uci,Visit_ratio_2_to_3_uci,Los_2_to_1_uci,Los_2_to_2_uci,Los_2_to_3_uci,Los_diff_2_to_1_uci,Los_diff_2_to_2_uci,Los_diff_2_to_3_uci,Los_ratio_2_to_1_uci,Los_ratio_2_to_2_uci,Los_ratio_2_to_3_uci,User_2_uci,User_diff_2_uci,User_ratio_2_uci,Haz_2_to_3_lci,Haz_diff_2_to_3_lci,Haz_ratio_2_to_3_lci,P_2_to_1_lci,P_2_to_2_lci,P_2_to_3_lci,P_diff_2_to_1_lci,P_diff_2_to_2_lci,P_diff_2_to_3_lci,P_ratio_2_to_1_lci,P_ratio_2_to_2_lci,P_ratio_2_to_3_lci,Visit_2_to_1_lci,Visit_2_to_2_lci,Visit_2_to_3_lci,Visit_diff_2_to_1_lci,Visit_diff_2_to_2_lci,Visit_diff_2_to_3_lci,Visit_ratio_2_to_1_lci,Visit_ratio_2_to_2_lci,Visit_ratio_2_to_3_lci,Los_2_to_1_lci,Los_2_to_2_lci,Los_2_to_3_lci,Los_diff_2_to_1_lci,Los_diff_2_to_2_lci,Los_diff_2_to_3_lci,Los_ratio_2_to_1_lci,Los_ratio_2_to_2_lci,Los_ratio_2_to_3_lci,User_2_to_lci,User_diff_2_lci,User_ratio_2_lci
16.8,3,3,ag2 0 ag3 1,0.00042,0.03598,2.00E-05,0.008,1.0506,1.28603,0.20354,0.26069,0.53577,-0.04789,-0.08452,0.13241,0.80953,0.75516,1.32827,1,0.52607,0.53577,0,0.00827,0.13241,1,1.01597,1.32827,1.45879,1.76014,2.38107,-0.24526,-0.36676,0.61202,0.85607,0.82756,1.34596,3.21893,-0.61202,0.84024,0.00265,0.05253,0.00011,0.01483,1.21777,1.54358,0.23763,0.29885,0.58102,-0.0081,-0.03732,0.18418,0.9715,0.88955,1.47925,1,0.5672,0.58102,0,0.06096,0.18418,1,1.12368,1.47925,1.64727,1.96001,2.59904,-0.01822,-0.11356,0.85908,0.99217,0.94582,1.51077,3.42699,-0.36495,0.90214,7.00E-05,0.02464,-7.00E-05,0.00117,0.90638,1.07146,0.17323,0.22583,0.48992,-0.08753,-0.13134,0.0799,0.67456,0.64108,1.19269,1,0.48458,0.48992,0,-0.04446,0.0799,1,0.91858,1.19269,1.29188,1.58065,2.18138,-0.4723,-0.61996,0.36495,0.73865,0.72409,1.19912,3.01087,-0.85908,0.77835,0.0388,0.01622,1.71877,0,0.49043,0.50957,0,-0.17029,0.17029,NA,0.74227,1.50192,0,1,0.50957,0,0,0.17029,NA,1,1.50192,0,3.40876,2.19124,0,-0.77125,0.77125,NA,0.81549,1.54313,3.40876,-0.77125,0.81549,0.05908,0.02579,2.13117,0,0.54843,0.56731,0,-0.10033,0.23857,NA,0.84684,1.76131,0,1,0.56731,0,0,0.23857,NA,1,1.76131,0,3.67586,2.4633,0,-0.45669,1.08581,NA,0.89046,1.82658,3.66494,-0.45669,0.88714,0.02548,0.00666,1.38617,0,0.43269,0.45157,0,-0.23857,0.10033,NA,0.65061,1.28073,0,1,0.45157,0,0,0.10033,NA,1,1.28073,0,3.16106,1.94923,0,-1.08581,0.45669,NA,0.74684,1.30367,3.15257,-1.08581,0.74384
17.1,3,3,ag2 0 ag3 1,0.00041,0.03548,2.00E-05,0.00789,1.0506,1.28603,0.20274,0.25978,0.53748,-0.04808,-0.08481,0.13289,0.80831,0.75388,1.32846,1,0.52608,0.53748,0,0.00827,0.13289,1,1.01597,1.32846,1.4791,1.78616,2.43473,-0.25005,-0.37522,0.62528,0.85539,0.8264,1.34556,3.26527,-0.62528,0.83928,0.0026,0.05191,0.00011,0.01463,1.21777,1.54358,0.23685,0.29804,0.58291,-0.00833,-0.03761,0.18473,0.97044,0.88856,1.47913,1,0.56721,0.58291,0,0.06096,0.18473,1,1.12369,1.47913,1.67093,1.98972,2.65731,-0.01908,-0.1174,0.87756,0.99182,0.94487,1.51006,3.47773,-0.373,0.9015,6.00E-05,0.02426,-7.00E-05,0.00115,0.90638,1.07146,0.17244,0.22486,0.49142,-0.08768,-0.13163,0.08031,0.67326,0.63962,1.19313,1,0.48459,0.49142,0,-0.04446,0.08031,1,0.91858,1.19313,1.3093,1.60343,2.2308,-0.48102,-0.63305,0.373,0.73772,0.72278,1.19899,3.05281,-0.87756,0.77706,0.03826,0.016,1.71877,0,0.48841,0.51159,0,-0.17075,0.17075,NA,0.74096,1.50097,0,1,0.51159,0,0,0.17075,NA,1,1.50097,0,3.4577,2.2423,0,-0.7883,0.7883,NA,0.81434,1.54216,3.4577,-0.7883,0.81434,0.05845,0.02547,2.13117,0,0.54674,0.56961,0,-0.10062,0.2392,NA,0.84605,1.75984,0,1,0.56961,0,0,0.2392,NA,1,1.75984,0,3.73061,2.52017,0,-0.46684,1.10976,NA,0.88975,1.82503,3.71938,-0.46684,0.88639,0.02505,0.00653,1.38617,0,0.43039,0.45326,0,-0.2392,0.10062,NA,0.64892,1.28018,0,1,0.45326,0,0,0.10062,NA,1,1.28018,0,3.20476,1.99507,0,-1.10976,0.46684,NA,0.74532,1.30314,3.19602,-1.10976,0.74229
17.4,3,3,ag2 0 ag3 1,4.00E-04,0.03501,2.00E-05,0.00779,1.0506,1.28603,0.20204,0.25872,0.53924,-0.04808,-0.08518,0.13326,0.80777,0.75231,1.32824,1,0.52608,0.53924,0,0.00826,0.13326,1,1.01595,1.32824,1.49934,1.81209,2.48858,-0.25487,-0.38373,0.6386,0.85471,0.82525,1.34519,3.31142,-0.6386,0.83833,0.00255,0.0513,0.00011,0.01444,1.21777,1.54358,0.23621,0.29712,0.58492,-0.00831,-0.03795,0.18526,0.97052,0.88736,1.47881,1,0.56721,0.58492,0,0.06095,0.18526,1,1.12365,1.47881,1.69451,2.01934,2.71578,-0.01997,-0.12128,0.89609,0.99148,0.94392,1.50937,3.5283,-0.3811,0.90087,6.00E-05,0.02389,-7.00E-05,0.00113,0.90638,1.07146,0.1717,0.2237,0.49289,-0.0877,-0.13203,0.08052,0.67232,0.63782,1.19301,1,0.4846,0.49289,0,-0.04447,0.08052,1,0.91857,1.19301,1.32665,1.62611,2.28038,-0.48976,-0.64618,0.3811,0.73681,0.72149,1.19887,3.09454,-0.89609,0.77579,0.03775,0.01579,1.71877,0,0.48649,0.51351,0,-0.17126,0.17126,NA,0.73963,1.50039,0,1,0.51351,0,0,0.17126,NA,1,1.50039,0,3.50645,2.29355,0,-0.8054,0.8054,NA,0.81321,1.54121,3.50645,-0.8054,0.81321,0.05784,0.02517,2.13117,0,0.54514,0.57179,0,-0.10099,0.23983,NA,0.84518,1.75866,0,1,0.57179,0,0,0.23983,NA,1,1.75866,0,3.78519,2.57726,0,-0.47702,1.13378,NA,0.88906,1.8235,3.77365,-0.47702,0.88566,0.02464,0.00641,1.38617,0,0.42821,0.45486,0,-0.23983,0.10099,NA,0.64726,1.28006,0,1,0.45486,0,0,0.10099,NA,1,1.28006,0,3.24823,2.04108,0,-1.13378,0.47702,NA,0.74383,1.30261,3.23925,-1.13378,0.74077
17.7,3,3,ag2 0 ag3 1,0.00039,0.03455,2.00E-05,0.00768,1.0506,1.28603,0.20129,0.2576,0.54111,-0.04822,-0.08569,0.13391,0.80674,0.75039,1.32886,1,0.52609,0.54111,0,0.00827,0.13391,1,1.01597,1.32886,1.5195,1.8379,2.5426,-0.25968,-0.39228,0.65196,0.85404,0.8241,1.34484,3.3574,-0.65196,0.83739,0.00251,0.05071,1.00E-04,0.01426,1.21777,1.54358,0.23549,0.29611,0.58699,-0.00849,-0.03845,0.18601,0.96969,0.88566,1.47929,1,0.56722,0.58699,0,0.06096,0.18601,1,1.12368,1.47929,1.71802,2.04885,2.77446,-0.02086,-0.1252,0.91469,0.99115,0.94299,1.50871,3.57873,-0.38923,0.90025,6.00E-05,0.02354,-7.00E-05,0.00111,0.90638,1.07146,0.17095,0.22252,0.49452,-0.0878,-0.13254,0.08106,0.67117,0.63578,1.19372,1,0.48461,0.49452,0,-0.04446,0.08106,1,0.91859,1.19372,1.34392,1.64867,2.33012,-0.49851,-0.65936,0.38923,0.73591,0.72021,1.19876,3.13607,-0.91469,0.77454,0.03726,0.01558,1.71877,0,0.48454,0.51546,0,-0.17178,0.17178,NA,0.73827,1.49983,0,1,0.51546,0,0,0.17178,NA,1,1.49983,0,3.555,2.345,0,-0.82254,0.82254,NA,0.8121,1.54027,3.555,-0.82254,0.8121,0.05725,0.02487,2.13117,0,0.54351,0.574,0,-0.10134,0.24051,NA,0.8443,1.75769,0,1,0.574,0,0,0.24051,NA,1,1.75769,0,3.83961,2.63458,0,-0.48723,1.15786,NA,0.88838,1.82201,3.82775,-0.48723,0.88494,0.02425,0.00629,1.38617,0,0.426,0.45649,0,-0.24051,0.10134,NA,0.64556,1.27979,0,1,0.45649,0,0,0.10134,NA,1,1.27979,0,3.29149,2.08725,0,-1.15786,0.48723,NA,0.74237,1.3021,3.28225,-1.15786,0.73926
18,3,3,ag2 0 ag3 1,0.00039,0.03411,2.00E-05,0.00759,1.0506,1.28603,0.20075,0.25672,0.54253,-0.04812,-0.086,0.13412,0.80665,0.74907,1.3284,1,0.52609,0.54253,0,0.00827,0.13412,1,1.01597,1.3284,1.5396,1.86362,2.59678,-0.26451,-0.40086,0.66537,0.85338,0.82298,1.3445,3.40322,-0.66537,0.83646,0.00247,0.05014,1.00E-04,0.01409,1.21777,1.54358,0.23502,0.29537,0.5886,-0.0084,-0.03874,0.18632,0.97013,0.88473,1.47855,1,0.56721,0.5886,0,0.06095,0.18632,1,1.12367,1.47855,1.74147,2.07828,2.83331,-0.02177,-0.12915,0.93335,0.99081,0.94207,1.50808,3.62901,-0.39739,0.89963,6.00E-05,0.0232,-6.00E-05,0.00108,0.90638,1.07146,0.17036,0.22154,0.49572,-0.08769,-0.13288,0.08117,0.67071,0.63421,1.19349,1,0.48461,0.49572,0,-0.04446,0.08117,1,0.9186,1.19349,1.36113,1.67113,2.37999,-0.50726,-0.67257,0.39739,0.73502,0.71895,1.19866,3.17743,-0.93335,0.7733,0.03679,0.01538,1.71877,0,0.48279,0.51721,0,-0.17224,0.17224,NA,0.73705,1.49929,0,1,0.51721,0,0,0.17224,NA,1,1.49929,0,3.60336,2.39664,0,-0.83975,0.83975,NA,0.811,1.53938,3.60336,-0.83975,0.811,0.05668,0.02459,2.13117,0,0.54206,0.576,0,-0.10168,0.24107,NA,0.8435,1.75655,0,1,0.576,0,0,0.24107,NA,1,1.75655,0,3.89386,2.69211,0,-0.49749,1.18201,NA,0.88771,1.82057,3.88168,-0.49749,0.88422,0.02388,0.00618,1.38617,0,0.424,0.45794,0,-0.24107,0.10168,NA,0.64403,1.27971,0,1,0.45794,0,0,0.10168,NA,1,1.27971,0,3.33454,2.1336,0,-1.18201,0.49749,NA,0.74092,1.30162,3.32504,-1.18201,0.73778
18.3,3,3,ag2 0 ag3 1,0.00038,0.03368,2.00E-05,0.00749,1.0506,1.28603,0.19999,0.25575,0.54426,-0.04808,-0.08618,0.13426,0.80618,0.74796,1.32746,1,0.5261,0.54426,0,0.00827,0.13426,1,1.01597,1.32746,1.55964,1.88924,2.65112,-0.26932,-0.40947,0.67879,0.85275,0.82187,1.34415,3.44888,-0.67879,0.83555,0.00243,0.04958,1.00E-04,0.01392,1.21777,1.54358,0.23428,0.29455,0.59053,-0.00841,-0.03891,0.18653,0.96998,0.88398,1.47716,1,0.56722,0.59053,0,0.06095,0.18653,1,1.12367,1.47716,1.76486,2.10762,2.89235,-0.02266,-0.13312,0.95202,0.9905,0.94116,1.50744,3.67915,-0.40556,0.89902,6.00E-05,0.02288,-6.00E-05,0.00106,0.90638,1.07146,0.1696,0.22046,0.49722,-0.0876,-0.13306,0.08123,0.67005,0.63287,1.19294,1,0.48462,0.49722,0,-0.04446,0.08123,1,0.9186,1.19294,1.37827,1.69349,2.43001,-0.51599,-0.68581,0.40556,0.73415,0.7177,1.19856,3.2186,-0.95202,0.77208,0.03633,0.01519,1.71877,0,0.48111,0.51889,0,-0.17252,0.17252,NA,0.73606,1.49808,0,1,0.51889,0,0,0.17252,NA,1,1.49808,0,3.65157,2.44843,0,-0.85699,0.85699,NA,0.80992,1.5385,3.65157,-0.85699,0.80992,0.05612,0.02431,2.13117,0,0.54068,0.57793,0,-0.10186,0.24145,NA,0.84295,1.75452,0,1,0.57793,0,0,0.24145,NA,1,1.75452,0,3.94798,2.74982,0,-0.50777,1.20621,NA,0.88704,1.81915,3.93548,-0.50777,0.88352,0.02352,0.00608,1.38617,0,0.42207,0.45932,0,-0.24145,0.10186,NA,0.64272,1.27912,0,1,0.45932,0,0,0.10186,NA,1,1.27912,0,3.37741,2.18008,0,-1.20621,0.50777,NA,0.7395,1.30114,3.36765,-1.20621,0.73632
18.6,3,3,ag2 0 ag3 1,0.00038,0.03327,2.00E-05,0.0074,1.0506,1.28603,0.19928,0.25485,0.54587,-0.04823,-0.08624,0.13447,0.80514,0.74716,1.32686,1,0.5261,0.54587,0,0.00827,0.13447,1,1.01597,1.32686,1.5796,1.91477,2.70563,-0.27414,-0.41809,0.69223,0.85212,0.82078,1.34381,3.49437,-0.69223,0.83466,0.00239,0.04904,1.00E-04,0.01375,1.21777,1.54358,0.2336,0.29378,0.59232,-0.00858,-0.03895,0.18682,0.96919,0.88362,1.47625,1,0.56723,0.59232,0,0.06096,0.18682,1,1.12367,1.47625,1.78818,2.13688,2.95157,-0.02355,-0.13711,0.97072,0.99018,0.94027,1.50681,3.72915,-0.41373,0.89843,6.00E-05,0.02257,-6.00E-05,0.00105,0.90638,1.07146,0.16889,0.21948,0.49861,-0.08773,-0.13314,0.08135,0.66886,0.63178,1.19259,1,0.48462,0.49861,0,-0.04446,0.08135,1,0.91859,1.19259,1.39535,1.71574,2.48018,-0.52472,-0.69907,0.41373,0.7333,0.71648,1.19844,3.2596,-0.97072,0.77088,0.03589,0.01501,1.71877,0,0.47925,0.52075,0,-0.17287,0.17287,NA,0.73491,1.49692,0,1,0.52075,0,0,0.17287,NA,1,1.49692,0,3.69958,2.50042,0,-0.87426,0.87426,NA,0.80886,1.53762,3.69958,-0.87426,0.80886,0.05557,0.02404,2.13117,0,0.53913,0.58004,0,-0.10207,0.24192,NA,0.84227,1.75275,0,1,0.58004,0,0,0.24192,NA,1,1.75275,0,4.00194,2.80775,0,-0.51807,1.23045,NA,0.88639,1.81774,3.98911,-0.51807,0.88282,0.02318,0.00598,1.38617,0,0.41996,0.46087,0,-0.24192,0.10207,NA,0.64124,1.27844,0,1,0.46087,0,0,0.10207,NA,1,1.27844,0,3.42007,2.22673,0,-1.23045,0.51807,NA,0.7381,1.30067,3.41005,-1.23045,0.73489
18.9,3,3,ag2 0 ag3 1,0.00037,0.03287,2.00E-05,0.00731,1.0506,1.28603,0.1986,0.25397,0.54743,-0.04834,-0.0864,0.13474,0.80424,0.74616,1.32649,1,0.5261,0.54743,0,0.00827,0.13474,1,1.01597,1.32649,1.5995,1.94021,2.76029,-0.27896,-0.42672,0.70568,0.85149,0.81972,1.34346,3.53971,-0.70568,0.83378,0.00235,0.04852,1.00E-04,0.01359,1.21777,1.54358,0.23295,0.29302,0.59403,-0.00872,-0.03911,0.18715,0.96855,0.88297,1.47553,1,0.56723,0.59403,0,0.06096,0.18715,1,1.12367,1.47553,1.81144,2.16606,3.01096,-0.02446,-0.14111,0.98944,0.98987,0.93941,1.50617,3.779,-0.42192,0.89784,6.00E-05,0.02227,-6.00E-05,0.00103,0.90638,1.07146,0.16821,0.21852,0.49998,-0.08781,-0.13331,0.08157,0.66781,0.63054,1.19251,1,0.48462,0.49998,0,-0.04446,0.08157,1,0.91859,1.19251,1.41235,1.73791,2.53049,-0.53346,-0.71233,0.42192,0.73246,0.71528,1.19833,3.30041,-0.98944,0.76971,0.03547,0.01483,1.71877,0,0.47743,0.52257,0,-0.17348,0.17348,NA,0.73348,1.49695,0,1,0.52257,0,0,0.17348,NA,1,1.49695,0,3.74741,2.55259,0,-0.89158,0.89158,NA,0.80781,1.53677,3.74741,-0.89158,0.80781,0.05504,0.02378,2.13117,0,0.53766,0.58215,0,-0.10254,0.24267,NA,0.84129,1.7524,0,1,0.58215,0,0,0.24267,NA,1,1.7524,0,4.05574,2.86589,0,-0.52841,1.25475,NA,0.88575,1.81637,4.04259,-0.52841,0.88214,0.02285,0.00588,1.38617,0,0.41785,0.46234,0,-0.24267,0.10254,NA,0.63948,1.27874,0,1,0.46234,0,0,0.10254,NA,1,1.27874,0,3.46252,2.27353,0,-1.25475,0.52841,NA,0.73673,1.30021,3.45224,-1.25475,0.73348
19.2,3,3,ag2 0 ag3 1,0.00036,0.03249,2.00E-05,0.00723,1.0506,1.28603,0.19788,0.25302,0.5491,-0.04846,-0.08674,0.1352,0.80328,0.7447,1.32665,1,0.52611,0.5491,0,0.00827,0.1352,1,1.01597,1.32665,1.61932,1.96555,2.81513,-0.2838,-0.43538,0.71919,0.85087,0.81866,1.34313,3.58487,-0.71919,0.83291,0.00232,0.04801,1.00E-04,0.01344,1.21777,1.54358,0.23225,0.29219,0.59585,-0.00888,-0.03941,0.18768,0.96777,0.88189,1.47546,1,0.56724,0.59585,0,0.06096,0.18768,1,1.12367,1.47546,1.83462,2.19516,3.07055,-0.02539,-0.14513,1.00822,0.98956,0.93855,1.50556,3.8287,-0.43015,0.89726,6.00E-05,0.02198,-6.00E-05,0.00101,0.90638,1.07146,0.16749,0.21749,0.50146,-0.08789,-0.13368,0.08195,0.66675,0.62885,1.19285,1,0.48463,0.50146,0,-0.04446,0.08195,1,0.91859,1.19285,1.42929,1.75997,2.58096,-0.54222,-0.72564,0.43015,0.73163,0.71409,1.19823,3.34105,-1.00822,0.76855,0.03506,0.01466,1.71877,0,0.47573,0.52427,0,-0.1739,0.1739,NA,0.73231,1.49633,0,1,0.52427,0,0,0.1739,NA,1,1.49633,0,3.79507,2.60493,0,-0.90894,0.90894,NA,0.80677,1.53594,3.79507,-0.90894,0.80677,0.05452,0.02353,2.13117,0,0.53624,0.58408,0,-0.10286,0.24317,NA,0.84051,1.75115,0,1,0.58408,0,0,0.24317,NA,1,1.75115,0,4.10941,2.92423,0,-0.53878,1.27911,NA,0.88511,1.81502,4.09591,-0.53878,0.88146,0.02254,0.00579,1.38617,0,0.41592,0.46376,0,-0.24317,0.10286,NA,0.63804,1.27859,0,1,0.46376,0,0,0.10286,NA,1,1.27859,0,3.50478,2.32049,0,-1.27911,0.53878,NA,0.73537,1.29977,3.49423,-1.27911,0.73208
19.5,3,3,ag2 0 ag3 1,0.00036,0.03212,2.00E-05,0.00714,1.0506,1.28603,0.19739,0.25225,0.55036,-0.04827,-0.08683,0.1351,0.80351,0.74392,1.32534,1,0.52611,0.55036,0,0.00826,0.1351,1,1.01595,1.32534,1.63908,1.99082,2.8701,-0.28864,-0.44407,0.73271,0.85027,0.81762,1.3428,3.6299,-0.73271,0.83205,0.00228,0.04751,9.00E-05,0.01329,1.21777,1.54358,0.2318,0.29154,0.59728,-0.00875,-0.03948,0.18766,0.96835,0.88153,1.47374,1,0.56724,0.59728,0,0.06095,0.18766,1,1.12365,1.47374,1.85774,2.22418,3.13028,-0.02632,-0.14917,1.02703,0.98925,0.93771,1.50495,3.87827,-0.43839,0.89669,6.00E-05,0.02171,-6.00E-05,0.00099,0.90638,1.07146,0.16698,0.21664,0.50253,-0.08764,-0.13379,0.08177,0.66673,0.6278,1.19188,1,0.48463,0.50253,0,-0.04447,0.08177,1,0.91858,1.19188,1.44616,1.78194,2.63154,-0.55096,-0.73896,0.43839,0.73081,0.71292,1.19812,3.38153,-1.02703,0.7674,0.03466,0.01449,1.71877,0,0.47393,0.52607,0,-0.17434,0.17434,NA,0.73107,1.49566,0,1,0.52607,0,0,0.17434,NA,1,1.49566,0,3.84256,2.65744,0,-0.92635,0.92635,NA,0.80575,1.53513,3.84256,-0.92635,0.80575,0.05402,0.02329,2.13117,0,0.53476,0.58614,0,-0.10318,0.24373,NA,0.83969,1.75,0,1,0.58614,0,0,0.24373,NA,1,1.75,0,4.16292,2.98276,0,-0.54918,1.30352,NA,0.88448,1.8137,4.1491,-0.54918,0.88079,0.02224,0.0057,1.38617,0,0.41386,0.46524,0,-0.24373,0.10318,NA,0.6365,1.27829,0,1,0.46524,0,0,0.10318,NA,1,1.27829,0,3.54686,2.36759,0,-1.30352,0.54918,NA,0.73403,1.29934,3.53603,-1.30352,0.73071
19.8,3,3,ag2 0 ag3 1,0.00035,0.03175,2.00E-05,0.00706,1.0506,1.28603,0.1967,0.25135,0.55195,-0.04845,-0.0871,0.13555,0.80237,0.74265,1.32553,1,0.52612,0.55195,0,0.00826,0.13555,1,1.01595,1.32553,1.65879,2.016,2.92521,-0.29348,-0.45276,0.74623,0.84967,0.81661,1.34247,3.67479,-0.74623,0.83121,0.00225,0.04703,9.00E-05,0.01315,1.21777,1.54358,0.23115,0.29076,0.59903,-0.00896,-0.03974,0.18817,0.96738,0.88056,1.47369,1,0.56724,0.59903,0,0.06095,0.18817,1,1.12364,1.47369,1.8808,2.25313,3.19017,-0.02726,-0.15322,1.04584,0.98895,0.93689,1.50434,3.92773,-0.44663,0.89614,6.00E-05,0.02144,-6.00E-05,0.00098,0.90638,1.07146,0.16628,0.21566,0.50392,-0.08779,-0.13407,0.08215,0.6655,0.62634,1.19226,1,0.48464,0.50392,0,-0.04447,0.08215,1,0.91858,1.19226,1.46298,1.80383,2.68226,-0.5597,-0.7523,0.44663,0.73001,0.71177,1.19801,3.42185,-1.04584,0.76628,0.03428,0.01433,1.71877,0,0.47237,0.52763,0,-0.17476,0.17476,NA,0.72995,1.49525,0,1,0.52763,0,0,0.17476,NA,1,1.49525,0,3.88989,2.71011,0,-0.9438,0.9438,NA,0.80474,1.53434,3.88989,-0.9438,0.80474,0.05352,0.02305,2.13117,0,0.53352,0.58797,0,-0.10348,0.24425,NA,0.839,1.74911,0,1,0.58797,0,0,0.24425,NA,1,1.74911,0,4.2163,3.0415,0,-0.55962,1.32799,NA,0.88386,1.8124,4.20213,-0.55962,0.88013,0.02195,0.00561,1.38617,0,0.41203,0.46648,0,-0.24425,0.10348,NA,0.63507,1.27824,0,1,0.46648,0,0,0.10348,NA,1,1.27824,0,3.58874,2.41484,0,-1.32799,0.55962,NA,0.73271,1.29893,3.57764,-1.32799,0.72936
