timevar;Nats;Ntransitions;atlist;h1;h2;h3;P_1_to_1;P_1_to_2;P_1_to_3;P_diff_1_to_1;P_diff_1_to_2;P_diff_1_to_3;P_ratio_1_to_1;P_ratio_1_to_2;P_ratio_1_to_3;Visit_1_to_1;Visit_1_to_2;Visit_1_to_3;Visit_diff_1_to_1;Visit_diff_1_to_2;Visit_diff_1_to_3;Visit_ratio_1_to_1;Visit_ratio_1_to_2;Visit_ratio_1_to_3;Los_1_to_1;Los_1_to_2;Los_1_to_3;Los_diff_1_to_1;Los_diff_1_to_2;Los_diff_1_to_3;Los_ratio_1_to_1;Los_ratio_1_to_2;Los_ratio_1_to_3;User_1;User_diff_1;User_ratio_1;P_1_to_1_uci;P_1_to_2_uci;P_1_to_3_uci;P_diff_1_to_1_uci;P_diff_1_to_2_uci;P_diff_1_to_3_uci;P_ratio_1_to_1_uci;P_ratio_1_to_2_uci;P_ratio_1_to_3_uci;Visit_1_to_1_uci;Visit_1_to_2_uci;Visit_1_to_3_uci;Visit_diff_1_to_1_uci;Visit_diff_1_to_2_uci;Visit_diff_1_to_3_uci;Visit_ratio_1_to_1_uci;Visit_ratio_1_to_2_uci;Visit_ratio_1_to_3_uci;Los_1_to_1_uci;Los_1_to_2_uci;Los_1_to_3_uci;Los_diff_1_to_1_uci;Los_diff_1_to_2_uci;Los_diff_1_to_3_uci;Los_ratio_1_to_1_uci;Los_ratio_1_to_2_uci;Los_ratio_1_to_3_uci;User_1_uci;User_diff_1_uci;User_ratio_1_uci;P_1_to_1_lci;P_1_to_2_lci;P_1_to_3_lci;P_diff_1_to_1_lci;P_diff_1_to_2_lci;P_diff_1_to_3_lci;P_ratio_1_to_1_lci;P_ratio_1_to_2_lci;P_ratio_1_to_3_lci;Visit_1_to_1_lci;Visit_1_to_2_lci;Visit_1_to_3_lci;Visit_diff_1_to_1_lci;Visit_diff_1_to_2_lci;Visit_diff_1_to_3_lci;Visit_ratio_1_to_1_lci;Visit_ratio_1_to_2_lci;Visit_ratio_1_to_3_lci;Los_1_to_1_lci;Los_1_to_2_lci;Los_1_to_3_lci;Los_diff_1_to_1_lci;Los_diff_1_to_2_lci;Los_diff_1_to_3_lci;Los_ratio_1_to_1_lci;Los_ratio_1_to_2_lci;Los_ratio_1_to_3_lci;User_1_to_lci;User_diff_1_lci;User_ratio_1_lci;P_2_to_1;P_2_to_2;P_2_to_3;P_diff_2_to_1;P_diff_2_to_2;P_diff_2_to_3;P_ratio_2_to_1;P_ratio_2_to_2;P_ratio_2_to_3;Visit_2_to_1;Visit_2_to_2;Visit_2_to_3;Visit_diff_2_to_1;Visit_diff_2_to_2;Visit_diff_2_to_3;Visit_ratio_2_to_1;Visit_ratio_2_to_2;Visit_ratio_2_to_3;Los_2_to_1;Los_2_to_2;Los_2_to_3;Los_diff_2_to_1;Los_diff_2_to_2;Los_diff_2_to_3;Los_ratio_2_to_1;Los_ratio_2_to_2;Los_ratio_2_to_3;User_2;User_diff_2;User_ratio_2;P_2_to_1_uci;P_2_to_2_uci;P_2_to_3_uci;P_diff_2_to_1_uci;P_diff_2_to_2_uci;P_diff_2_to_3_uci;P_ratio_2_to_1_uci;P_ratio_2_to_2_uci;P_ratio_2_to_3_uci;Visit_2_to_1_uci;Visit_2_to_2_uci;Visit_2_to_3_uci;Visit_diff_2_to_1_uci;Visit_diff_2_to_2_uci;Visit_diff_2_to_3_uci;Visit_ratio_2_to_1_uci;Visit_ratio_2_to_2_uci;Visit_ratio_2_to_3_uci;Los_2_to_1_uci;Los_2_to_2_uci;Los_2_to_3_uci;Los_diff_2_to_1_uci;Los_diff_2_to_2_uci;Los_diff_2_to_3_uci;Los_ratio_2_to_1_uci;Los_ratio_2_to_2_uci;Los_ratio_2_to_3_uci;User_2_uci;User_diff_2_uci;User_ratio_2_uci;P_2_to_1_lci;P_2_to_2_lci;P_2_to_3_lci;P_diff_2_to_1_lci;P_diff_2_to_2_lci;P_diff_2_to_3_lci;P_ratio_2_to_1_lci;P_ratio_2_to_2_lci;P_ratio_2_to_3_lci;Visit_2_to_1_lci;Visit_2_to_2_lci;Visit_2_to_3_lci;Visit_diff_2_to_1_lci;Visit_diff_2_to_2_lci;Visit_diff_2_to_3_lci;Visit_ratio_2_to_1_lci;Visit_ratio_2_to_2_lci;Visit_ratio_2_to_3_lci;Los_2_to_1_lci;Los_2_to_2_lci;Los_2_to_3_lci;Los_diff_2_to_1_lci;Los_diff_2_to_2_lci;Los_diff_2_to_3_lci;Los_ratio_2_to_1_lci;Los_ratio_2_to_2_lci;Los_ratio_2_to_3_lci;User_2_to_lci;User_diff_2_lci;User_ratio_2_lci
4.2;3;3;ag2 0 ag3 1;0.0011;0.0884;0.09357;0.24433;0.32084;0.43483;-0.04652;-0.06495;0.11147;0.8411;0.83244;1.34683;1;0.52708;0.43483;0;0.0117;0.11147;1;1.02349;1.34683;0.68261;0.76771;0.64968;-0.08443;-0.08511;0.16954;0.89051;0.90086;1.35523;0.68261;-0.08443;0.89051;0.27727;0.35351;0.47042;-0.00832;-0.02429;0.1517;0.96691;0.93261;1.4895;1;0.56255;0.47042;0;0.05853;0.1517;1;1.11535;1.4895;0.75134;0.83752;0.71182;-0.00716;-0.00018;0.23482;0.98872;0.99792;1.50841;0.75134;-0.00716;0.98872;0.21138;0.28817;0.39924;-0.08472;-0.10561;0.07124;0.71529;0.73227;1.20415;1;0.4916;0.39924;0;-0.03513;0.07124;1;0.93163;1.20415;0.61388;0.69791;0.58755;-0.16169;-0.17005;0.10426;0.7923;0.80379;1.20205;0.61388;-0.16169;0.7923;0;0.5989;0.4011;0;-0.1433;0.1433;NA;0.80715;1.56077;0;1;0.4011;0;0;0.1433;NA;1;1.56077;0;1.53756;0.56244;0;-0.2086;0.2086;NA;0.88061;1.59473;0;0;NA;0;0.63673;0.43892;0;-0.1019;0.18469;NA;0.85914;1.7695;0;1;0.43892;0;0;0.18469;NA;1;1.7695;0;1.59739;0.62227;0;-0.14727;0.26994;NA;0.91451;1.81635;0;0;NA;0;0.56108;0.36327;0;-0.18469;0.1019;NA;0.75516;1.35204;0;1;0.36327;0;0;0.1019;NA;1;1.35204;0;1.47773;0.50261;0;-0.26994;0.14727;NA;0.84672;1.37312;0;0;NA
4.3;3;3;ag2 0 ag3 1;0.00108;0.08634;0.09148;0.24325;0.31936;0.43739;-0.0466;-0.06538;0.11198;0.84031;0.83086;1.34624;1;0.52709;0.43739;0;0.01169;0.11198;1;1.02349;1.34624;0.6948;0.78372;0.67149;-0.08675;-0.08837;0.17512;0.88958;0.89933;1.35495;0.6948;-0.08675;0.88958;0.27613;0.35194;0.47296;-0.00835;-0.02473;0.15246;0.96659;0.9312;1.48908;1;0.56257;0.47296;0;0.05853;0.15246;1;1.11535;1.48908;0.76515;0.85509;0.73537;-0.00761;-0.00145;0.2424;0.98828;0.99642;1.50775;0.76515;-0.00761;0.98828;0.21038;0.28679;0.40181;-0.08484;-0.10604;0.0715;0.71403;0.73053;1.2034;1;0.49161;0.40181;0;-0.03514;0.0715;1;0.93163;1.2034;0.62445;0.71234;0.6076;-0.16589;-0.17529;0.10784;0.79089;0.80224;1.20215;0.62445;-0.16589;0.79089;0;0.59615;0.40385;0;-0.14402;0.14402;NA;0.80565;1.55917;0;1;0.40385;0;0;0.14402;NA;1;1.55917;0;1.56744;0.58256;0;-0.21579;0.21579;NA;0.87907;1.5935;0;0;NA;0;0.63404;0.44173;0;-0.10249;0.18554;NA;0.8579;1.76696;0;1;0.44173;0;0;0.18554;NA;1;1.76696;0;1.62906;0.64418;0;-0.15239;0.27918;NA;0.91334;1.81463;0;0;NA;0;0.55827;0.36596;0;-0.18554;0.10249;NA;0.7534;1.35139;0;1;0.36596;0;0;0.10249;NA;1;1.35139;0;1.50582;0.52094;0;-0.27918;0.15239;NA;0.8448;1.37237;0;0;NA
4.4;3;3;ag2 0 ag3 1;0.00105;0.08437;0.08948;0.24222;0.31793;0.43985;-0.04666;-0.0658;0.11246;0.83955;0.82934;1.34561;1;0.5271;0.43985;0;0.01169;0.11246;1;1.02348;1.34561;0.70693;0.79965;0.69342;-0.08908;-0.09165;0.18073;0.88868;0.89784;1.35466;0.70693;-0.08908;0.88868;0.2751;0.35044;0.4755;-0.00845;-0.0252;0.15297;0.96612;0.92973;1.48767;1;0.56259;0.4755;0;0.05853;0.15297;1;1.11534;1.48767;0.7789;0.87258;0.75906;-0.00806;-0.00274;0.25002;0.98785;0.99496;1.50709;0.7789;-0.00806;0.98785;0.20935;0.28542;0.40419;-0.08488;-0.10639;0.07196;0.71298;0.72894;1.20354;1;0.49162;0.40419;0;-0.03515;0.07196;1;0.93161;1.20354;0.63497;0.72671;0.62778;-0.1701;-0.18056;0.11145;0.78951;0.80071;1.20222;0.63497;-0.1701;0.78951;0;0.59349;0.40651;0;-0.1447;0.1447;NA;0.80421;1.55756;0;1;0.40651;0;0;0.1447;NA;1;1.55756;0;1.59718;0.60282;0;-0.22301;0.22301;NA;0.87757;1.5923;0;0;NA;0;0.6314;0.44442;0;-0.10299;0.1864;NA;0.85676;1.76474;0;1;0.44442;0;0;0.1864;NA;1;1.76474;0;1.66059;0.66623;0;-0.15754;0.28847;NA;0.91221;1.81296;0;0;NA;0;0.55558;0.3686;0;-0.1864;0.10299;NA;0.75166;1.35039;0;1;0.3686;0;0;0.10299;NA;1;1.35039;0;1.53377;0.53941;0;-0.28847;0.15754;NA;0.84292;1.37164;0;0;NA
4.5;3;3;ag2 0 ag3 1;0.00103;0.0825;0.08758;0.24122;0.31654;0.44224;-0.04674;-0.06623;0.11298;0.83878;0.82778;1.34522;1;0.52712;0.44224;0;0.01169;0.11298;1;1.02348;1.34522;0.71902;0.81551;0.71547;-0.09142;-0.09495;0.18637;0.8878;0.89638;1.35437;0.71902;-0.09142;0.8878;0.274;0.34895;0.47781;-0.00846;-0.02571;0.15362;0.96583;0.92819;1.48715;1;0.5626;0.47781;0;0.05853;0.15362;1;1.11534;1.48715;0.7926;0.89;0.78286;-0.00852;-0.00405;0.25766;0.98743;0.99353;1.50643;0.7926;-0.00852;0.98743;0.20844;0.28413;0.40667;-0.08502;-0.10676;0.07234;0.71174;0.72736;1.20329;1;0.49164;0.40667;0;-0.03514;0.07234;1;0.93163;1.20329;0.64544;0.74102;0.64808;-0.17432;-0.18585;0.11507;0.78816;0.79923;1.2023;0.64544;-0.17432;0.78816;0;0.59087;0.40913;0;-0.14546;0.14546;NA;0.80268;1.55656;0;1;0.40913;0;0;0.14546;NA;1;1.55656;0;1.62679;0.62321;0;-0.23026;0.23026;NA;0.87609;1.59112;0;0;NA;0;0.62876;0.44702;0;-0.10361;0.18731;NA;0.85549;1.76302;0;1;0.44702;0;0;0.18731;NA;1;1.76302;0;1.69198;0.68841;0;-0.16272;0.2978;NA;0.91109;1.8113;0;0;NA;0;0.55298;0.37124;0;-0.18731;0.10361;NA;0.74988;1.3501;0;1;0.37124;0;0;0.10361;NA;1;1.3501;0;1.56159;0.55802;0;-0.2978;0.16272;NA;0.84109;1.37093;0;0;NA
4.6;3;3;ag2 0 ag3 1;0.00101;0.08071;0.08575;0.24023;0.31522;0.44455;-0.04682;-0.0666;0.11342;0.83801;0.8264;1.34461;1;0.52713;0.44455;0;0.01169;0.11342;1;1.02348;1.34461;0.73106;0.8313;0.73764;-0.09376;-0.09827;0.19203;0.88693;0.89495;1.35408;0.73106;-0.09376;0.88693;0.27293;0.34759;0.48012;-0.00855;-0.02609;0.15424;0.96535;0.92694;1.48649;1;0.56261;0.48012;0;0.05853;0.15424;1;1.11533;1.48649;0.80624;0.90735;0.80677;-0.00898;-0.00539;0.26534;0.98702;0.99214;1.5058;0.80624;-0.00898;0.98702;0.20752;0.28285;0.40899;-0.08508;-0.10711;0.07259;0.71067;0.72585;1.20274;1;0.49166;0.40899;0;-0.03515;0.07259;1;0.93162;1.20274;0.65587;0.75526;0.66851;-0.17854;-0.19115;0.11872;0.78685;0.79777;1.20236;0.65587;-0.17854;0.78685;0;0.58839;0.41161;0;-0.1461;0.1461;NA;0.80132;1.55509;0;1;0.41161;0;0;0.1461;NA;1;1.55509;0;1.65627;0.64373;0;-0.23755;0.23755;NA;0.87466;1.58997;0;0;NA;0;0.62613;0.44935;0;-0.10422;0.18798;NA;0.85422;1.7605;0;1;0.44935;0;0;0.18798;NA;1;1.7605;0;1.72325;0.71071;0;-0.16794;0.30716;NA;0.91;1.80968;0;0;NA;0;0.55065;0.37387;0;-0.18798;0.10422;NA;0.74842;1.34967;0;1;0.37387;0;0;0.10422;NA;1;1.34967;0;1.58929;0.57675;0;-0.30716;0.16794;NA;0.83931;1.37026;0;0;NA
4.7;3;3;ag2 0 ag3 1;0.00099;0.079;0.08401;0.23927;0.31391;0.44682;-0.04688;-0.06694;0.11381;0.83729;0.82506;1.34385;1;0.52715;0.44682;0;0.01169;0.11381;1;1.02347;1.34385;0.74304;0.84703;0.75992;-0.0961;-0.10161;0.19771;0.88609;0.89356;1.35379;0.74304;-0.0961;0.88609;0.27193;0.34628;0.48259;-0.00871;-0.02646;0.15482;0.96469;0.92574;1.48543;1;0.56262;0.48259;0;0.05853;0.15482;1;1.11533;1.48543;0.81984;0.92463;0.83081;-0.00944;-0.00675;0.27305;0.98662;0.99078;1.50518;0.81984;-0.00944;0.98662;0.2066;0.28154;0.41106;-0.08504;-0.10741;0.0728;0.7099;0.72439;1.20228;1;0.49168;0.41106;0;-0.03515;0.0728;1;0.93161;1.20228;0.66625;0.76943;0.68904;-0.18276;-0.19647;0.12237;0.78557;0.79635;1.20239;0.66625;-0.18276;0.78557;0;0.58583;0.41417;0;-0.14687;0.14687;NA;0.79979;1.55428;0;1;0.41417;0;0;0.14687;NA;1;1.55428;0;1.68563;0.66437;0;-0.24487;0.24487;NA;0.87325;1.58884;0;0;NA;0;0.62364;0.45197;0;-0.10478;0.18895;NA;0.85302;1.75944;0;1;0.45197;0;0;0.18895;NA;1;1.75944;0;1.75438;0.73313;0;-0.17318;0.31657;NA;0.90893;1.80808;0;0;NA;0;0.54803;0.37636;0;-0.18895;0.10478;NA;0.74657;1.34913;0;1;0.37636;0;0;0.10478;NA;1;1.34913;0;1.61687;0.59562;0;-0.31657;0.17318;NA;0.83756;1.3696;0;0;NA
4.8;3;3;ag2 0 ag3 1;0.00097;0.07737;0.08234;0.2383;0.31263;0.44908;-0.04693;-0.0673;0.11423;0.83659;0.82369;1.34325;1;0.52716;0.44908;0;0.01169;0.11423;1;1.02347;1.34325;0.75498;0.86269;0.78232;-0.09844;-0.10497;0.20341;0.88527;0.8922;1.35349;0.75498;-0.09844;0.88527;0.27087;0.34491;0.48484;-0.00872;-0.02684;0.15546;0.96444;0.92448;1.48492;1;0.56263;0.48484;0;0.05853;0.15546;1;1.11534;1.48492;0.83338;0.94185;0.85497;-0.00991;-0.00812;0.28079;0.98621;0.98945;1.50458;0.83338;-0.00991;0.98621;0.20572;0.28035;0.41331;-0.08515;-0.10775;0.073;0.70873;0.7229;1.20158;1;0.49169;0.41331;0;-0.03516;0.073;1;0.9316;1.20158;0.67659;0.78354;0.70968;-0.18698;-0.20181;0.12603;0.78432;0.79495;1.20241;0.67659;-0.18698;0.78432;0;0.58341;0.41659;0;-0.14747;0.14747;NA;0.79847;1.55281;0;1;0.41659;0;0;0.14747;NA;1;1.55281;0;1.71486;0.68514;0;-0.25223;0.25223;NA;0.87187;1.58774;0;0;NA;0;0.62118;0.45436;0;-0.10526;0.18969;NA;0.85194;1.75737;0;1;0.45436;0;0;0.18969;NA;1;1.75737;0;1.7854;0.75568;0;-0.17844;0.32601;NA;0.90788;1.80652;0;0;NA;0;0.54564;0.37882;0;-0.18969;0.10526;NA;0.74501;1.34824;0;1;0.37882;0;0;0.10526;NA;1;1.34824;0;1.64432;0.6146;0;-0.32601;0.17844;NA;0.83586;1.36897;0;0;NA
4.9;3;3;ag2 0 ag3 1;0.00095;0.0758;0.08073;0.23742;0.31138;0.4512;-0.04694;-0.06765;0.1146;0.83606;0.82234;1.34255;1;0.52717;0.4512;0;0.01169;0.1146;1;1.02347;1.34255;0.76688;0.8783;0.80483;-0.10079;-0.10834;0.20913;0.88446;0.89087;1.35319;0.76688;-0.10079;0.88446;0.26986;0.34354;0.48683;-0.00881;-0.02731;0.15586;0.96398;0.923;1.48366;1;0.56263;0.48683;0;0.05854;0.15586;1;1.11535;1.48366;0.84687;0.959;0.87923;-0.01039;-0.00952;0.28856;0.98582;0.98815;1.50397;0.84687;-0.01039;0.98582;0.20498;0.27922;0.41557;-0.08508;-0.10799;0.07333;0.70814;0.72167;1.20143;1;0.4917;0.41557;0;-0.03517;0.07333;1;0.93158;1.20143;0.68688;0.79759;0.73043;-0.1912;-0.20716;0.1297;0.7831;0.79359;1.20241;0.68688;-0.1912;0.7831;0;0.5811;0.4189;0;-0.14808;0.14808;NA;0.79718;1.5516;0;1;0.4189;0;0;0.14808;NA;1;1.5516;0;1.74397;0.70603;0;-0.25962;0.25962;NA;0.87052;1.58667;0;0;NA;0;0.6189;0.4567;0;-0.1056;0.19055;NA;0.85101;1.75631;0;1;0.4567;0;0;0.19055;NA;1;1.75631;0;1.8163;0.77835;0;-0.18373;0.33551;NA;0.90686;1.80502;0;0;NA;0;0.5433;0.3811;0;-0.19055;0.1056;NA;0.74334;1.34689;0;1;0.3811;0;0;0.1056;NA;1;1.34689;0;1.67165;0.6337;0;-0.33551;0.18373;NA;0.83419;1.36832;0;0;NA
5;3;3;ag2 0 ag3 1;0.00093;0.07431;0.0792;0.23651;0.31014;0.45335;-0.04701;-0.06801;0.11502;0.83535;0.82097;1.34207;1;0.52718;0.45335;0;0.01168;0.11502;1;1.02346;1.34207;0.77872;0.89383;0.82744;-0.10314;-0.11173;0.21487;0.88367;0.88957;1.3529;0.77872;-0.10314;0.88367;0.26883;0.34216;0.48887;-0.00891;-0.0278;0.15625;0.96348;0.92147;1.48241;1;0.56264;0.48887;0;0.05854;0.15625;1;1.11535;1.48241;0.86031;0.97607;0.90359;-0.01087;-0.01094;0.29635;0.98544;0.98687;1.50338;0.86031;-0.01087;0.98544;0.20419;0.27811;0.41783;-0.08512;-0.10823;0.0738;0.70723;0.72046;1.20173;1;0.49172;0.41783;0;-0.03518;0.0738;1;0.93157;1.20173;0.69714;0.81159;0.7513;-0.19542;-0.21253;0.1334;0.78191;0.79226;1.20241;0.69714;-0.19542;0.78191;0;0.57887;0.42113;0;-0.14865;0.14865;NA;0.79593;1.55036;0;1;0.42113;0;0;0.14865;NA;1;1.55036;0;1.77297;0.72703;0;-0.26704;0.26704;NA;0.8692;1.58561;0;0;NA;0;0.6167;0.45896;0;-0.106;0.1913;NA;0.85007;1.75456;0;1;0.45896;0;0;0.1913;NA;1;1.75456;0;1.84708;0.80114;0;-0.18903;0.34504;NA;0.90585;1.80354;0;0;NA;0;0.54104;0.3833;0;-0.1913;0.106;NA;0.74179;1.34617;0;1;0.3833;0;0;0.106;NA;1;1.34617;0;1.69886;0.65292;0;-0.34504;0.18903;NA;0.83255;1.36768;0;0;NA
5.1;3;3;ag2 0 ag3 1;0.00091;0.07287;0.07772;0.23565;0.30896;0.45539;-0.04707;-0.06832;0.11539;0.83468;0.81974;1.34149;1;0.52719;0.45539;0;0.01168;0.11539;1;1.02346;1.34149;0.79053;0.90931;0.85016;-0.10549;-0.11514;0.22063;0.8829;0.88829;1.3526;0.79053;-0.10549;0.8829;0.26796;0.34092;0.49093;-0.00894;-0.02813;0.15673;0.96323;0.92037;1.48163;1;0.56264;0.49093;0;0.05854;0.15673;1;1.11535;1.48163;0.8737;0.99309;0.92806;-0.01135;-0.01238;0.30416;0.98506;0.98562;1.50278;0.8737;-0.01135;0.98506;0.20334;0.27699;0.41986;-0.0852;-0.10851;0.07405;0.70614;0.7191;1.20134;1;0.49173;0.41986;0;-0.03518;0.07405;1;0.93157;1.20134;0.70736;0.82553;0.77227;-0.19964;-0.2179;0.13711;0.78075;0.79095;1.20242;0.70736;-0.19964;0.78075;0;0.57662;0.42338;0;-0.14924;0.14925;NA;0.79465;1.54926;0;1;0.42338;0;0;0.14925;NA;1;1.54926;0;1.80186;0.74814;0;-0.27448;0.27448;NA;0.86791;1.58458;0;0;NA;0;0.61442;0.46117;0;-0.10635;0.19214;NA;0.84915;1.75358;0;1;0.46117;0;0;0.19214;NA;1;1.75358;0;1.87776;0.82404;0;-0.19435;0.35461;NA;0.90487;1.8021;0;0;NA;0;0.53883;0.38558;0;-0.19214;0.10635;NA;0.74016;1.34495;0;1;0.38558;0;0;0.10635;NA;1;1.34495;0;1.72596;0.67224;0;-0.35461;0.19435;NA;0.83094;1.36705;0;0;NA
5.2;3;3;ag2 0 ag3 1;0.00089;0.0715;0.0763;0.23483;0.30777;0.4574;-0.04704;-0.06871;0.11575;0.83431;0.81833;1.34091;1;0.5272;0.4574;0;0.01168;0.11575;1;1.02345;1.34091;0.80229;0.92473;0.87298;-0.10785;-0.11857;0.22641;0.88215;0.88704;1.3523;0.80229;-0.10785;0.88215;0.26717;0.33973;0.49306;-0.00878;-0.02852;0.15745;0.96363;0.91914;1.48168;1;0.56265;0.49306;0;0.05854;0.15745;1;1.11534;1.48168;0.88705;1.01004;0.95262;-0.01182;-0.01384;0.312;0.98469;0.9844;1.50219;0.88705;-0.01182;0.98469;0.2025;0.27581;0.42174;-0.08531;-0.10889;0.07404;0.70499;0.71752;1.20015;1;0.49174;0.42174;0;-0.03519;0.07404;1;0.93155;1.20015;0.71753;0.83942;0.79334;-0.20387;-0.2233;0.14083;0.77961;0.78967;1.2024;0.71753;-0.20387;0.77961;0;0.57441;0.42559;0;-0.14978;0.14978;NA;0.79345;1.54789;0;1;0.42559;0;0;0.14978;NA;1;1.54789;0;1.83063;0.76937;0;-0.28196;0.28196;NA;0.86664;1.58356;0;0;NA;0;0.61222;0.4634;0;-0.10673;0.19283;NA;0.84819;1.75176;0;1;0.4634;0;0;0.19283;NA;1;1.75176;0;1.90832;0.84705;0;-0.19969;0.36422;NA;0.90391;1.8007;0;0;NA;0;0.5366;0.38778;0;-0.19283;0.10673;NA;0.7387;1.34403;0;1;0.38778;0;0;0.10673;NA;1;1.34403;0;1.75295;0.69168;0;-0.36422;0.19969;NA;0.82937;1.36642;0;0;NA
5.3;3;3;ag2 0 ag3 1;0.00087;0.07018;0.07494;0.23404;0.30663;0.45933;-0.04706;-0.06899;0.11605;0.83381;0.81717;1.34018;1;0.52721;0.45933;0;0.01168;0.11605;1;1.02346;1.34018;0.81401;0.94009;0.8959;-0.1102;-0.12201;0.23221;0.88142;0.88581;1.35199;0.81401;-0.1102;0.88142;0.26627;0.33849;0.49496;-0.00881;-0.0288;0.15788;0.96334;0.91811;1.4808;1;0.56266;0.49496;0;0.05855;0.15788;1;1.11536;1.4808;0.90036;1.02693;0.97729;-0.0123;-0.01531;0.31987;0.98434;0.98321;1.50163;0.90036;-0.0123;0.98434;0.20181;0.27476;0.42371;-0.08531;-0.10918;0.07422;0.70428;0.71623;1.19957;1;0.49176;0.42371;0;-0.03518;0.07422;1;0.93156;1.19957;0.72766;0.85325;0.81451;-0.2081;-0.22871;0.14455;0.77849;0.78842;1.20235;0.72766;-0.2081;0.77849;0;0.57223;0.42777;0;-0.15038;0.15038;NA;0.79217;1.547;0;1;0.42777;0;0;0.15038;NA;1;1.547;0;1.8593;0.7907;0;-0.28946;0.28946;NA;0.8654;1.58256;0;0;NA;0;0.60993;0.46546;0;-0.10714;0.19362;NA;0.84717;1.75098;0;1;0.46546;0;0;0.19362;NA;1;1.75098;0;1.93877;0.87017;0;-0.20506;0.37387;NA;0.90296;1.79933;0;0;NA;0;0.53454;0.39007;0;-0.19362;0.10714;NA;0.73717;1.34302;0;1;0.39007;0;0;0.10714;NA;1;1.34302;0;1.77983;0.71123;0;-0.37387;0.20506;NA;0.82783;1.3658;0;0;NA
5.4;3;3;ag2 0 ag3 1;0.00086;0.06891;0.07363;0.23319;0.30551;0.46129;-0.04712;-0.06929;0.11641;0.83315;0.81597;1.33966;1;0.52722;0.46129;0;0.01168;0.11641;1;1.02346;1.33966;0.82569;0.95539;0.91892;-0.11255;-0.12547;0.23802;0.8807;0.88461;1.35169;0.82569;-0.11255;0.8807;0.26531;0.33731;0.49685;-0.00889;-0.0291;0.15827;0.96286;0.91708;1.47985;1;0.56265;0.49685;0;0.05854;0.15827;1;1.11534;1.47985;0.91362;1.04376;1.00206;-0.01278;-0.0168;0.32776;0.984;0.98204;1.50107;0.91362;-0.01278;0.984;0.20108;0.27371;0.42574;-0.08534;-0.10948;0.07455;0.70345;0.71486;1.19947;1;0.49178;0.42574;0;-0.03518;0.07455;1;0.93157;1.19947;0.73776;0.86702;0.83577;-0.21233;-0.23414;0.14828;0.7774;0.78718;1.2023;0.73776;-0.21233;0.7774;0;0.57011;0.42989;0;-0.15097;0.15097;NA;0.79092;1.54613;0;1;0.42989;0;0;0.15097;NA;1;1.54613;0;1.88786;0.81214;0;-0.297;0.297;NA;0.86418;1.58159;0;0;NA;0;0.60777;0.46755;0;-0.10756;0.19438;NA;0.84618;1.74983;0;1;0.46755;0;0;0.19438;NA;1;1.74983;0;1.96911;0.89339;0;-0.21044;0.38355;NA;0.90203;1.798;0;0;NA;0;0.53245;0.39223;0;-0.19438;0.10756;NA;0.73565;1.34244;0;1;0.39223;0;0;0.10756;NA;1;1.34244;0;1.80661;0.73089;0;-0.38355;0.21044;NA;0.82632;1.36518;0;0;NA
5.5;3;3;ag2 0 ag3 1;0.00084;0.06769;0.07237;0.23237;0.3044;0.46323;-0.04719;-0.06964;0.11683;0.83245;0.81468;1.33937;1;0.52723;0.46323;0;0.01168;0.11683;1;1.02346;1.33937;0.83733;0.97064;0.94203;-0.11491;-0.12894;0.24385;0.87999;0.88343;1.35138;0.83733;-0.11491;0.87999;0.26436;0.33606;0.49867;-0.00904;-0.02951;0.15866;0.96219;0.91574;1.47894;1;0.56265;0.49867;0;0.05854;0.15866;1;1.11533;1.47894;0.92684;1.06053;1.02692;-0.01326;-0.0183;0.33567;0.98366;0.98089;1.50052;0.92684;-0.01326;0.98366;0.20038;0.27275;0.42779;-0.08534;-0.10977;0.075;0.70271;0.71362;1.19981;1;0.4918;0.42779;0;-0.03517;0.075;1;0.93159;1.19981;0.74782;0.88074;0.85715;-0.21656;-0.23958;0.15203;0.77633;0.78597;1.20225;0.74782;-0.21656;0.77633;0;0.56806;0.43194;0;-0.15151;0.15151;NA;0.78973;1.54516;0;1;0.43194;0;0;0.15151;NA;1;1.54516;0;1.91631;0.83369;0;-0.30456;0.30456;NA;0.86298;1.58064;0;0;NA;0;0.60576;0.46964;0;-0.10791;0.19512;NA;0.84531;1.74872;0;1;0.46964;0;0;0.19512;NA;1;1.74872;0;1.99934;0.91671;0;-0.21584;0.39328;NA;0.90112;1.7967;0;0;NA;0;0.53036;0.39424;0;-0.19512;0.10791;NA;0.73415;1.3416;0;1;0.39424;0;0;0.10791;NA;1;1.3416;0;1.83329;0.75066;0;-0.39328;0.21584;NA;0.82483;1.36458;0;0;NA
